SMILES,Vina
C1=CC=C(C=C1)C2=CC(=O)C3=CC=CC=C3O2,-6.8
CN(C)C1CCC2=C(C1)C3=C(N2)C(=CC(=C3)F)F,-6.8
CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O,-6.8
CC(C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)F)C(=O)O,-6.8
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,-6.8
C1CN(CCN1CCNC(=O)N)C2=CC=CC(=C2)C(F)(F)F,-6.8
C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=CC=C3F)N4C=CN=C4,-6.8
C[N+]1(C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCF,-6.8
C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)C3=CC=CC=C3,-6.8
CC(C=CC1CC=CC(=O)O1)(C(CC(C=CC=CC=CCO)O)OP(=O)(O)O)O,-6.8
CC(C)CC(C(=O)NC1C2N(C1=O)C(C(S2)(C)C)C(=O)O)OC(=O)C3=CC=CO3,-6.8
CC(C)(C)C1=NN=C(S1)NS(=O)(=O)C2=CC=CC=C2,-6.8
CN(C)C1=CC=C(C=C1)NC(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl,-6.8
CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,-6.8
CC(C)(C)NCC1=C(C=C(C=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O.Cl.Cl,-6.8
CC(C)(C)C1=CC=C(C=C1)C2=C(N(C3=CC=CC=C32)CC4=CC(=CC(=C4)OCCOC)OCCOC)C(=O)O,-6.8
CC1=CC(=C(C=C1Cl)C(C)C)OCCC[N+](C)(C)CC2=CC=C(C=C2)Br,-6.8
C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O,-6.8
CC(=O)C1(CCC2C1(CCC3C2CC(C4=CC(=O)CCC34C)Cl)C)O,-6.8
CC(C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2)O,-6.8
CC(C)CC1=CC=C(C=C1)C(C)C(=O)OCC2=CC=CC=N2,-6.8
C1CC(=O)NN=C1C2=CC=C(C=C2)N3C=CN=C3,-6.8
C1=NC2=C(C(=O)N1)N=CN2C3C(C(C(O3)CO)O)O,-6.8
CN(C)CC#CC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,-6.8
C1=C(C(=C(C(=C1I)NC(=O)COCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,-6.8
CN(C)CCOC1=CC=CC=C1C2=NC(=NO2)C3=CC=CC=C3,-6.8
CC(C(=O)NCC(=O)O)SC1(OC2=CC=CC=C2C(=O)O1)C,-6.8
C1=CC=C(C=C1)C(=CCCCCC(=O)O)C2=CN=CC=C2,-6.8
CC(C)C1CC2=C(C1)C=C(C=C2)C(C)C(=O)O,-6.8
CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=CC(=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+],-6.8
COC1=CC2=C(C=CN=C2C=C1)CCCC3CCNCC3C=C,-6.8
CCCCCCCOC(=O)NC1=NCN(C(=O)N1)C2CC(C(O2)CO)O,-6.8
CC(C(=O)NC(C(C1=CC=C(C=C1)OC)O)C(=O)NC(CC2=CCCC2)C(=O)C3(CO3)C)NC(=O)CN4CCOCC4,-6.8
CC1=C(C=CC(=C1)NC(=O)C(=C(C2CC2)O)C#N)C(F)(F)F,-6.8
CC#CC1=CC(=CN=C1)C2=CC3=C(CC4(C35N=C(C(=N5)N)C)CCC(CC4)OC)C=C2,-6.8
CCN(C1=CC=CC=C1)C(=O)C2=C(C3=C(C=CC=C3Cl)N(C2=O)C)O,-6.8
C1CC1C2=CC=C(C3=CC=CC=C23)N4C(=NN=C4Br)SCC(=O)O,-6.8
CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)NC(=O)C(CC(C)C)N)O,-6.8
CCC(CC)(CCCOC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C)O,-6.8
C1=CC(=CC(=C1)Cl)C(C2=CC3=C(C=C2)N=CN3)N4C=CN=C4,-6.8
CN(C1=NC(=CC=C1)OC)C(=S)OC2=CC3=C(CCCC3)C=C2,-6.8
CCNCCS(=O)(=O)NCC1(N(N=C(S1)NC(=O)C(C)(C)C)C(=O)C(C)(C)C)C2=CC=CC=C2,-6.8
CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC(=NC=N3)OC4=CC=C(C=C4)OC,-6.8
C1C(C(C1N2C=NC3=C2N=C(NC3=O)N)CO)CO,-6.8
CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)N(C)C)Cl)C,-6.8
CCOC(=O)C(=O)NC1=CC(=CC(=C1Cl)NC(=O)C(=O)OCC)C#N,-6.8
C1CNC2=C(C=C(C=C2)Cl)N(C1=O)C3=CC=CC=C3,-6.8
C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3Cl)N4C=CN=C4,-6.8
CC(C)N1CCC(CC1)N(C2=CC=C(C=C2)Cl)C(=O)CC3=CC=CC=C3,-6.8
CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3,-6.8
CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,-6.8
CC1=CC(=CC=C1)C#CC2(CCCC3C2CCN3C(=O)OC)O,-6.8
COC1C(C(C(O1)C(COCC2=CC=CC=C2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)O,-6.8
CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,-6.8
CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,-6.8
CC1=C(C2=CC=CC=C2C(=C1)OS(=O)(=O)O)OS(=O)(=O)O,-6.8
COC1=CC=C(C2=CC=CC=C21)C(=O)CCC(=O)O,-6.8
CN1CCCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42,-6.8
CC12CCC3C(C1CCC2OC4(CCCC4)OC)CCC5C3(CC6C(C5)S6)C,-6.8
C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53,-6.8
CC1CC(=O)CC2C1(C3CCC4(C(C3CC2)CCC4O)C)C,-6.8
CC(C(C1=CC(=C(C=C1)O)NS(=O)(=O)C)O)NCCC2=CC=C(C=C2)OC,-6.8
COC1=NC(=NC2=C1N=CN2C3CCC(O3)CO)N,-6.8
CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CSCC=C,-6.8
CC12CCC(CC1=CCC3C2CCC4(C3CCC4(C)O)C)O,-6.8
CC1(CCC2C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3C)O,-6.8
CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,-6.8
COC1=CC(=CC(=C1OC)OC)C(=O)OCCN2CCN(CC2)CCCN3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl,-6.8
CC1CCCCC1C2=CC=C(C=C2)C(C)C(=O)O,-6.8
CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3(CCCC3)N,-6.8
CCCCC1=C(C(=O)N(C(=N1)C)CC2=C(C=CS2)C(=O)OC)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,-6.8
C1=CC=C(C=C1)C(CNC2=CC=C(C=C2)CCNCC(C3=CC(=C(C=C3)O)NC=O)O)O,-6.8
CC12CCC3C(C1CCC2=O)C=CC4=C(C(=O)C=CC34C)N,-6.8
CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3,-6.8
CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,-6.8
COC1=CC=C(C=C1)C(=O)N2CCN(CC2)CC(=O)N3CCOCC3,-6.8
CCC1(CCC(O1)C2(CCC3(O2)CC(C(C(O3)C(C)C(C(C)C(=O)O)OC)C)O)C)C4C(CC(O4)C5C(CC(C(O5)(CO)O)C)C)C,-6.8
CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O,-6.8
CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CCCC3=CC=CC=C23,-6.8
CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32,-6.8
C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,-6.8
CC(C(C)(C)C)N=C(NC#N)NC1=CC=C(C=C1)C#N,-6.8
CC(C)C1=CC=C(S1)C(=CC2=CC=C(C=C2)C(=O)O)C,-6.8
COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCCCC(=O)OC3CN4CCC3CC4,-6.8
C1C(C(C(C(S1)SC2=CC=C(C=C2)C(=O)C3=CC=C(C=C3)C#N)O)O)O,-6.8
CN(C)CCC=C1C2=CC=CN2CCC3=C1C=C(C=C3)Cl,-6.8
CC1(C(=O)CCC2=CC=CC=C21)CCN3CCCCC3,-6.8
C1=CC=C2C(=C1)C(=CN2)CCNC(=O)C3=CN=CC=C3,-6.8
C1=CC(=NN=C1C=CC2=CC=C(O2)[N+](=O)[O-])N,-6.8
CC(C)C(=O)OC1=C(C2=C(CC(CC2)NC)C=C1)OC(=O)C(C)C,-6.8
CCC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)O,-6.8
CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,-6.8
CCC12CCC3C(C1CCC2(C#C)OC(=O)C)CCC4=CC(=NO)CCC34,-6.8
CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,-6.8
CCC(=O)C(CCN1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3,-6.8
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)C(CCC(=O)O)N,-6.8
CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)O)OC)C)C)C)O)C)C)O)N(C)C,-6.8
CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)OCC34C)Cl)C)O,-6.8
CCOC(=O)COC1=C(C=C(C=C1Br)Br)CN(C)C2CCCCC2,-6.8
CC(C)N1CCOC(C1)C2=CC(=CC=C2)C(F)(F)F,-6.8
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,-6.8
CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,-6.8
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2N=CC=C4)CCO,-6.8
C=CCC1=C(C(=CC=C1)C=NNC(=O)CN2CCN(CC2)CC3=CC=CC=C3)O,-6.8
CCCCCCCCN1CCC2=C(C(=C(C(=C21)NC(=O)C(C)(C)C)C)CC(=O)O)C,-6.8
C1CC1COC2=CC(=C(C=C2C(=O)NC3CN4CCC3CC4)Cl)N,-6.8
COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,-6.8
C[N+]1(CCC(CC1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,-6.8
CC1CCCC2(C(O2)CC(OC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,-6.8
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC2=CC=C(C=C2)C(=O)O)C,-6.8
CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CN)N)N)N)O,-6.8
CCOC(=O)C(C)CC(C)C(=O)N1C(CC2=CC=CC=C21)C(=O)O,-6.8
CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=CC=CC=C42,-6.8
CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,-6.8
CCNC(=O)C1CC(C1)(C2=CC(=C(C=C2)CN3CCCC3)F)F,-6.8
CC1C2CC3=C(C1(CCN2CCC4=CC=CC=C4)C)C=C(C=C3)O,-6.8
CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,-6.8
C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC=NC=C3)Cl,-6.8
C1=CC(=C(C=C1I)F)NC2=C(C=CN=C2)C(=O)NCC(CO)O,-6.8
CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCNCC3=CN=CC=C3,-6.8
C1C2=CC=CC=C2OC3=C(N1C(=O)NNC(=O)CCCCCl)C=C(C=C3)Cl,-6.8
CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)O)Cl)C,-6.8
CC1=C(C(=CC=C1)NC2=CC(=NC(=N2)SCC(=O)NCCO)Cl)C,-6.8
CC1CCCC(N1CCCC(C2=CC=CC=C2)(C3=CC=CC=N3)O)C,-6.8
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)NC(=O)NC4=CN=C(NC4=O)NC5=CC=C(C=C5)S(=O)(=O)N)C(=O)O)C,-6.8
CC1CCCC(N1[N+]2=NOC(=C2)N=C(C3=CC=C(C=C3)OC)[O-])C,-6.8
C1CCN(CC1)CCOC(=O)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4,-6.8
CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5,-6.8
CCC(=O)OCC(C1=CC=CC=C1)C(=O)OC2CC3C4C(O4)C(C2)N3C,-6.8
C(C(C(=O)[O-])N)C(=O)[O-].[K+].[K+],-6.8
CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,-6.8
CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,-6.8
CC(=CCOC(=O)C1=CC=CC=C1NC2=CC=CC(=C2)C(F)(F)F)C,-6.8
CC(C)(C)NCC(COC1=CC=CC=C1C2=NN=C(C=C2)NN)O,-6.8
C1=CC(=CC=C1C(=NCCCC(=O)N)C2=C(C=CC(=C2)F)O)Cl,-6.8
CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C,-6.8
CC1=C(C(=CC=C1)NC(=O)OC)CNC2=CC=CN3C2=NC(=C3C)C,-6.8
C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,-6.8
C1CC2CCC3=[N+](C2C1)CCC4=C3C=CC(=C4)O,-6.8
CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl,-6.8
CCOC(=O)OC(C1CC2CCN1CC2C=C)C3=C4C=C(C=CC4=NC=C3)OC,-6.8
CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,-6.8
CC(CCC1=CC=C(C=C1)O)NCC(C2=CC=C(C=C2)O)O,-6.8
CC1=CCC(CC1)C(=O)N(C2CCC(CC2)(COC3CCOC3)O)C4=C(SC(=C4)C#CC(C)(C)C)C(=O)O,-6.8
C1=CC(=CC=C1OC2=C(C=C(C=C2)NC(=O)C3=C(C(=CC(=C3)I)I)O)Cl)Cl,-6.8
CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,-6.8
C1=CC(=CC=C1CS(=O)(=O)C=CC2=CC=C(C=C2)C(=O)O)Cl,-6.8
C1CC(N2CC1N(C2=O)OS(=O)(=O)O)C(=O)NC3CCNCC3,-6.8
CC(C)(C)S(=O)(=O)CC(CC1=CC=CC=C1)C(=O)NC(CC2=CN=CN2)C(=O)NC(CC3CCCCC3)C(C(C4CC4)O)O,-6.8
CCOCC1=NC2=C(N1CC(C)(C)O)C3=CC=CC=C3N=C2N,-6.8
CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CC,-6.8
CCC(C)C1C(=O)NC(C(=O)N1C(C2=COC(=N2)C)C(=O)N3CCOCC3)C4CC5=CC=CC=C5C4,-6.8
CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O)C,-6.8
CC1=CC(=C(C=C1OCC(=O)O)C)CCNC(C)C(C2=CC=C(C=C2)O)O,-6.8
CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O,-6.8
CCOC1=C(C=CC(=C1)C(C)(C)C)C2=NC(C(N2C(=O)N3CCN(CC3)CCCS(=O)(=O)C)(C)C4=CC=C(C=C4)Cl)(C)C5=CC=C(C=C5)Cl,-6.8
C1CC(=O)NC1C(=O)NC2CC2C3=CC=CC=C3,-6.8
CC(C(C1CNC2=NC(=NC(=C2N1)N)N)O)O,-6.8
CN(C1CCN(CC1)CC(COC2=CC=C(C=C2)F)O)C3=NC4=CC=CC=C4S3,-6.8
C1=CC(=CC=C1N=NC2=CC(=C(C=C2)O)C(=O)O)S(=O)(=O)N,-6.8
C1CC1CN2CCC34CC(=O)CCC3(C2CC5=C4C(=C(C=C5)C(=O)N)O)O,-6.8
C1=CC(=CN=C1)C(=CCCCC(=O)O)C2=CC=C(C=C2)CCNS(=O)(=O)C3=CC=C(C=C3)Cl,-6.8
CS(=O)(=O)NC(CCCCN)C(=O)NCC(CC1(CCCC1)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O)C(=O)O,-6.8
CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O,-6.8
CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)CN(C)OC,-6.8
CC(CCC(C(C)(C)O)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,-6.8
CC(=O)NC1CC(=O)N(C1)C2=CC=C(C=C2)OCC3=CC(=CC=C3)F,-6.8
C1=CC2=C(C3=C(C2(CC4=CC=NC=C4)CC5=CC=NC=C5)C=CC=N3)N=C1.O,-6.8
CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,-6.8
CCOC(=O)C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C,-6.8
CC1CN(CC(O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F,-6.8
CC1=C(C=C(C=C1)C(CC2CC2)N(CC#C)C3=NC(=C(S3)C)C4=C(C=C(C(=C4)C)OC)Cl)F,-6.8
CC[N+]1=C(C=CC=C1C=CC2=CC=C(C=C2)N3CCCC3)C=CC4=CC=C(C=C4)N5CCCC5,-6.8
CN(CC1=CC=CC=C1)CC2=C(SC3=C2C(=O)N(C(=O)N3CC4=C(C=CC=C4F)F)C5=CC=CC=C5)C6=CC=C(C=C6)NC(=O)NOC,-6.8
CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)O)C(=O)O)C,-6.8
COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,-6.8
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)[N+](=O)[O-],-6.8
C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N,-6.8
CCC(CC)C(=O)OCOC(=O)C1=C(SC2N1C(=O)C2C(C)O)SC3CCS(=O)C3,-6.8
CC(=CC1=CC=C(C=C1)S(=O)(=O)C)C2=CC3=C(C=C2)C(CCC3(C)C)(C)C,-6.8
C1CC(C(=O)NC1)N2C(=O)C3=CC=CC=C3S2(=O)=O,-6.8
CC1C2C(C(=O)N2C(=C1SC3CC(=O)NC3)C(=O)O)C(C)O,-6.8
CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,-6.8
COC1=C(C(=C2C(=C1)N=C(N=C2N)N3CCC4=C(C3)C=CC=C4NS(=O)(=O)C)C5=CC=CC=N5)OC,-6.8
CCCCOC(=O)C(=O)NC1=CC=CC(=C1)C2=NNN=N2,-6.8
CC(C(C(=O)NC(CCC(=O)O)C(=O)N)NC(=O)C(C)OC(C(C=O)NC(=O)C)C(C(CO)O)O)O,-6.8
CC(C)(C)C1=CC2=C(C(=C1)C(C)(C)C)OC(=CC2=O)C(=O)O,-6.8
CCC(C)(C)C1=CC=C(C=C1)OCCCCCCN2CCN(CC2)C3=CC(=C(C=C3)C)Cl,-6.8
CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,-6.8
CSCCC(C(=O)NC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)N)NC(=O)C(CC2=CNC3=CC=CC=C32)N,-6.8
CN1C=NC(=C1SC2=NC(=NC3=C2NC=N3)N)[N+](=O)[O-],-6.8
CC1=CSC2=C1C3=C(C=C2)NC4=C3CN(CC4)C,-6.8
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SC)OC(=O)C)C)O)F)C,-6.8
CCCSC1=CC=CC=C1N2CCN(CC2)CCCCN3C(=O)C4=CC=CC=C4NC3=O,-6.8
C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C,-6.8
CC(=CCCC(=CCCC(=CCCC1(CCC2=C(O1)C=CC(=C2)O)C)C)C)C,-6.8
CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C34CCC(CC3)(CC4)CCC(=O)O,-6.8
CCCC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O,-6.8
CCC(=O)N(C1=CC=CC=C1F)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)C4=CC=CC=C4,-6.8
CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)OC)OC,-6.8
CC1=C(C=CC2=C1C(=NC(=N2)N)N)CNC3=CC(=C(C(=C3)OC)OC)OC,-6.8
CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3,-6.8
CN1C2CCC1CC(C2)OC3C4=C(C=CC5=CC=CC=C35)N=CC=C4,-6.8
CN1C(CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3Cl)CO,-6.8
CC(C)NC(=O)N(C(C)C)C(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)N4C)C)C,-6.8
C=CCONC1=NC2=C(C=C(C=C2)Cl)C(=NC1)C3=CC=CC=C3Cl,-6.8
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C(SC(=N2)C(C)(C)C)C(=O)O,-6.8
CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,-6.8
CC(C)CC(=O)OC1C=C2C(C13CO3)C(OC=C2COC(=O)C)OC(=O)CC(C)C,-6.8
CCOC1=NOC2=C1C=CC(=C2)OCCC3CCN(CC3)C4=NN=C(C=C4)C,-6.8
CC1CCC(CC1)C(=O)N(C2CCC(CC2)O)C3=C(SC(=C3)C4=CC=CC=C4)C(=O)[O-].[Na+],-6.8
CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,-6.8
CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,-6.8
CCC1(CCCN2C1C3=C(CC2)C4=CC=CC=C4N3)CO,-6.8
CN1CC(OC2C1CC3=CNC4=CC=CC2=C34)CSC,-6.8
CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N,-6.8
CC(C(=O)N1C2CCC(C1C(=O)O)CC2)NC(CCC3=CC=CC=C3)C(=O)O,-6.8
CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N,-6.8
COC1=C(C=CC(=C1)C2=NNC(=O)C=C2)OC(F)F,-6.8
C1C(OC(O1)C2=CC=CC=C2)C3C(=C(C(=O)O3)O)O,-6.8
CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,-6.8
CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl,-6.8
CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC(=O)OC5=C(C(=NC(=C5Cl)OC)C(Cl)(Cl)Cl)Cl)C)C,-6.7
C1C2CC3CN(C2)CC1C3OC4=NN=C(S4)C5=CC=CC=C5,-6.7
CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,-6.7
CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(=O)C)N(C)C,-6.7
CC(=O)OC1CCC2(C(C1(C)C)CCC3(C2C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,-6.7
CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)N4CC(C4)CCN5CCOCC5)OC)C,-6.7
CC(=CC(=O)OC1CCC2(C3CCC4(C(CCC4(C3CCC2(C1)O)O)C5=COC(=O)C=C5)C)C=O)C,-6.7
CC1=NC(=O)C(C2N1CCCC2)(CCN(C(C)C)C(C)C)C3=CC=CC=C3,-6.7
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,-6.7
CC(CSC(=O)C)C(=O)N1CCCC1C(=O)NC(CC2=CC=CC=C2)C(=O)O,-6.7
CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3C2C(CC4=CC(=O)C=CC34C)Cl)O)C)C)OC(=O)CC,-6.7
CCCN(CCC)C1CC2=CC=CC3=CC(=CC(=C23)C1)O,-6.7
CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,-6.7
CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,-6.7
CNCC1CN(C(=O)O1)C2=CC=C(C=C2)OCC3=CC(=CC=C3)Cl,-6.7
CCCN(CCC)C(=O)CC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl,-6.7
C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O,-6.7
C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)CCCC(C(=O)O)N)C3=CC=CC=C3,-6.7
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,-6.7
CC1=CC(=C(C=C1)N=CN(C)C=NC2=C(C=C(C=C2)C)C)C,-6.7
CC1=CC(=O)OC2=C(C3=C(C=C12)C(=C(O3)C)COCCN)C,-6.7
CC1=NC(=C(N=N1)C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC,-6.7
CN1C(=C(C2=C1C(=O)C=C(C2=O)N3CC3)CO)C=CCO,-6.7
CCOC(=O)N1CCC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,-6.7
CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,-6.7
